AreaZone,IntersectionType,CollisionType,Municipality,Latitude,Longitude,RoadCategory,RoadNumber,TrafficRegime,NrOfTrafficLanes,UpstreamTerminalNumber,DistanceToPR,AccidentSituation,StruckWithFixedObject,StruckWithMovingObject,InitialShockPoint
2,1,6,2,,,3,0,2,2,,,0,13,0,1
2,1,6,88,,,3,0,2,3,,,1,8,0,1
1,1,6,261,4740980,71798,4,0,0,0,0,0,3,3,0,0
2,3,3,1,,,3,0,2,2,,,1,0,2,7
1,1,1,235,4,0,2,83,2,2,28,800,1,0,2,3
2,6,3,43,4339605,523862,3,368,1,2,,,1,0,2,7
2,1,6,120,,,4,0,1,2,30,100,1,4,0,1
1,6,4,189,4381782,434749,1,9,3,4,,,1,0,2,4
1,1,3,129,4334567,356038,3,216,2,2,4,530,1,0,2,3
2,1,7,482,,,4,0,2,2,,,5,0,0,1
2,3,3,76,4880580,236553,4,,2,2,,,1,0,2,1
2,1,6,302,,,3,0,2,0,,,1,0,1,1
2,1,6,284,,,2,0,3,4,22,845,1,0,1,7
1,3,1,51,4802912,-394975,3,15,2,2,20,0,1,0,2,0
1,1,1,31,0,0,3,389,2,2,13,200,1,0,2,3
2,1,1,318,,,4,0,2,2,,,1,0,2,1
1,1,6,85,,,3,939,2,2,40,200,3,13,0,0
1,1,7,184,0,0,1,51,2,2,146,200,3,14,0,1
2,1,3,104,,,2,0,2,2,,,1,0,2,7
1,1,2,489,,,2,25,3,4,0,750,1,0,2,6
2,1,3,5,,,4,0,1,1,,,1,0,2,3
2,1,3,431,,,3,0,2,1,,,1,0,0,3
1,1,6,179,0,0,1,43,3,13,89,0,1,0,1,1
1,1,4,297,4,0,2,12,3,3,26,600,1,0,2,4
2,1,6,55,,,4,,2,0,,,1,0,1,0
2,3,5,482,,,4,0,2,2,,,1,0,2,4
2,1,2,691,4870611,249611,3,94,2,2,3,0,1,0,2,4
1,1,1,109,0,0,3,54,2,2,55,500,1,0,2,3
2,1,1,85,0,0,3,1,2,2,,,1,0,2,6
2,3,3,9,,,4,0,2,2,,,1,0,2,3
1,1,7,224,4552287,345699,3,2009,3,2,24,600,1,0,0,7
2,1,3,41,4881310,237016,2,305,2,4,0,715,1,0,2,8
2,2,3,63,4486090,-56317,4,0,2,2,,,1,0,2,7
1,1,7,8,,,1,86,1,1,12,0,1,4,0,0
1,1,1,507,4890670,127646,9,47,2,2,0,0,1,0,2,4
2,1,1,103,,,3,0,2,0,,,1,0,2,3
2,3,3,70,,,4,0,2,2,,,1,0,2,5
2,1,3,16,,,4,,3,4,5105,1500,1,0,2,8
1,3,3,512,,,4,0,2,2,,,1,1,2,6
2,3,1,122,,,4,0,2,2,,,0,0,2,1
2,3,6,48,,,4,,2,2,,,1,0,1,5
2,1,6,85,,,4,0,1,1,0,0,1,0,0,0
1,1,2,487,4909930,612669,1,31,3,3,299,800,1,0,2,6
2,1,3,496,4346800,-144300,3,22,2,2,4,77,1,0,2,3
2,2,3,114,,,4,0,0,5,,,1,0,2,6
2,1,6,328,,,4,0,2,2,,,1,0,9,3
2,1,6,555,,,4,0,1,2,,,1,0,2,0
1,1,6,65,4480752,-52698,2,230,3,6,34,600,1,0,2,5
2,3,6,63,,,4,0,2,2,,,1,0,2,3
2,3,6,71,4337740,534762,4,0,2,1,0,0,4,15,0,1
2,3,3,169,0,0,2,933,2,2,0,0,1,0,2,8
2,2,3,116,,,4,0,2,2,,,0,0,2,8
2,7,3,10,,,3,0,4,3,,,1,0,2,1
2,1,6,193,,,4,0,2,1,1,0,3,8,5,1
2,1,1,49,4786900,584800,3,48,2,2,0,0,0,0,2,1
2,2,3,88,,,4,0,1,3,,,1,0,2,7
1,1,5,692,,,3,0,2,2,0,400,1,0,2,8
2,1,3,55,,,4,1,2,2,,,1,0,2,8
2,1,6,549,4864197,234280,4,0,2,2,0,0,1,0,1,2
2,1,6,137,,,4,0,2,1,,,1,0,1,2
2,3,6,350,,,4,0,1,1,,,1,0,0,1
2,6,3,47,4684625,-187472,9,0,2,2,0,0,1,0,2,8
2,3,2,207,,,4,,2,1,,,1,0,2,4
2,3,6,401,4900680,190693,4,0,1,1,0,0,0,14,0,1
2,1,6,482,,,4,0,2,2,,,1,0,0,7
1,3,3,40,,,2,70,2,2,40,14,1,0,2,6
2,2,3,71,,,3,0,2,3,1,0,1,0,2,3
2,1,3,16,,,4,0,2,2,,,1,0,2,8
1,1,6,321,0,0,3,66,2,0,28,400,3,0,0,9
2,1,5,334,4402000,442600,3,982,2,2,0,0,1,0,9,7
2,1,6,88,,,4,0,2,0,,,0,0,2,1
2,2,3,120,,,4,0,2,2,,,1,0,2,7
1,1,7,69,4366464,691582,3,11,2,0,,,1,0,0,1
2,2,6,104,,,4,0,1,2,,,1,0,1,1
1,1,2,161,,,1,6,3,6,14,800,1,0,2,4
2,1,6,302,,,4,0,2,0,1,0,1,0,4,2
1,1,5,209,4329000,336300,3,37,2,3,43,400,1,0,2,2
1,1,7,146,0,0,3,20,2,2,50,600,1,0,0,2
2,1,3,421,,,3,0,3,2,,,5,0,2,2
1,1,6,157,,,3,0,2,2,,,0,13,0,0
1,1,7,51,4811073,-158809,2,136,0,0,1,630,0,13,0,9
2,1,7,555,,,4,0,2,2,,,1,0,0,8
2,1,1,134,,,2,0,2,2,0,1,1,0,2,5
2,1,1,18,,,4,0,2,2,,,1,0,2,3
2,2,1,108,,,3,0,2,2,0,1,1,0,2,1
1,1,2,88,4698000,196000,4,158,0,1,0,0,1,0,2,4
2,2,5,46,,,3,148,2,2,,,1,1,2,7
1,1,1,721,0,0,3,12,2,2,33,700,1,0,2,1
2,1,4,24,,,3,0,2,4,,,1,0,2,6
1,1,2,15,4883190,253179,1,4,3,8,11,200,1,0,2,4
2,1,2,7,,,4,0,1,1,,,1,0,2,4
2,1,2,112,,,4,0,2,2,,,1,0,2,3
1,1,1,207,0,0,3,704,2,2,92,426,1,0,2,3
1,1,6,262,4876100,-79900,3,911,2,2,26,750,1,0,0,2
2,1,6,194,4658850,35044,4,0,2,1,,,1,0,1,3
2,1,2,129,,,3,0,2,3,,,1,0,2,4
2,1,2,445,4329630,-37637,4,0,2,2,0,0,1,0,2,4
2,1,6,48,,,9,0,2,2,,,1,0,1,2
1,1,2,238,0,0,3,2,2,2,36,50,1,0,0,5
2,1,6,20,,,4,,2,2,2009,4,1,0,1,1
1,1,2,55,4330030,536392,1,55,1,3,1,1,1,0,2,4
2,1,6,118,,,9,0,1,1,,,1,0,1,2
2,2,3,137,,,3,97,0,1,1,80,1,0,2,6
2,1,6,56,,,4,,2,2,,,1,0,1,0
2,2,6,113,,,4,0,2,3,,,1,0,1,3
2,2,3,28,,,2,0,3,6,,,1,0,2,8
2,1,7,451,4949940,575547,4,0,2,2,0,0,1,1,0,2
2,1,2,7,4746460,-57229,3,323,3,5,37,660,1,0,2,4
2,1,3,5,,,4,,1,4,2101,46,1,0,2,7
1,1,5,102,4775900,349700,3,1,2,2,6,100,1,0,2,2
2,1,7,19,,,4,0,2,4,,,1,0,1,2
1,2,3,74,0,0,3,84,2,2,3,500,1,8,2,6
1,1,1,468,0,0,3,51,2,2,0,0,1,0,2,1
1,1,2,29,,,1,23,3,4,15,500,1,0,2,4
2,1,7,218,4542343,440004,4,0,2,2,,,1,0,0,0
1,1,5,73,0,0,1,52,1,3,9,600,1,14,2,6
2,2,7,482,,,4,0,3,2,,,0,0,2,0
2,1,7,55,,,4,0,2,0,,,1,0,2,0
1,1,6,39,4480319,-53297,1,630,3,9,33,900,1,0,2,7
2,2,6,51,,,2,13,2,2,,,1,0,1,5
2,1,3,80,4817700,65800,3,98,2,0,0,0,1,0,2,3
2,4,6,112,,,4,0,1,2,,,1,0,1,3
2,3,6,43,,,2,368,2,2,0,0,1,0,2,6
2,1,4,113,,,4,0,1,4,1,100,1,0,2,4
1,1,1,681,4911524,139449,3,181,2,3,16,0,1,3,2,3
2,2,3,16,,,4,,2,2,1009,0,1,0,2,2
1,1,3,232,4797616,-409382,6,0,0,0,,,1,0,2,0
2,2,1,88,,,4,0,3,2,,,1,0,2,1
2,1,6,55,,,4,0,1,0,,,1,8,0,3
1,1,3,287,4880200,-55300,3,17,2,2,0,500,0,0,2,3
1,1,6,34,0,0,3,38,2,1,0,0,3,6,0,1
2,2,3,63,,,4,0,2,2,,,1,0,2,7
1,1,4,70,,,1,50,3,3,10,300,1,0,2,4
1,1,7,144,4812000,306300,3,63,2,2,9,500,3,13,0,1
2,2,6,261,,,2,0,2,0,,,1,0,2,8
2,1,2,55,,,4,0,2,2,,,1,0,2,4
2,6,3,208,0,0,3,39,1,1,0,0,1,0,2,8
1,1,6,89,0,0,4,,2,0,,,1,8,0,7
1,1,2,572,,,2,184,3,2,4,200,1,0,2,6
2,1,6,238,,,4,0,3,2,,,1,8,0,7
1,1,1,310,0,0,3,813,0,2,63,900,1,0,2,8
1,1,3,37,4697750,470397,3,973,2,0,10,650,1,0,2,7
2,2,6,8,,,4,,1,1,1009,0,1,1,2,2
2,1,2,117,,,4,0,2,2,0,0,1,0,2,6
2,1,4,207,,,4,1,1,1,0,0,1,1,0,8
2,3,3,210,,,4,1,2,2,0,0,1,0,2,3
2,1,6,112,,,4,0,1,4,32,900,1,0,2,1
1,1,5,73,,,1,86,3,4,35,0,1,0,2,4
2,1,3,44,,,4,0,2,2,,,1,0,2,7
1,1,1,202,0,0,3,20,2,2,12,200,1,0,2,1
2,1,7,282,4863212,-225658,4,0,2,2,0,0,1,16,0,8
2,1,7,8,0,0,4,0,2,1,0,0,1,12,0,1
2,1,3,53,,,4,0,0,0,,,1,0,2,5
2,1,5,282,,,4,0,2,2,,,1,0,2,4
2,1,2,7,,,4,0,2,2,,,1,0,2,4
2,1,6,130,0,0,3,288,2,2,0,0,1,0,1,1
2,1,6,11,,,4,0,2,,,,1,0,2,3
2,2,3,1,,,3,0,1,1,,,1,0,2,3
2,1,2,389,,,4,0,1,2,,,1,0,9,4
1,1,7,309,4797700,404800,3,444,2,2,33,200,3,0,0,2
2,1,7,172,4,0,4,0,1,2,,,1,0,1,1
1,1,6,582,,,1,15,1,3,9,500,1,3,0,1
2,1,2,88,4371161,728418,4,0,1,2,,,1,0,2,4
2,1,6,7,,,4,0,2,0,,,4,6,0,3
1,1,1,518,4850521,261042,3,142,2,0,4,790,1,0,2,1
1,1,4,555,4361506,141829,1,620,3,0,4,967,1,0,2,6
2,1,3,172,4358835,385996,4,0,2,4,,,1,0,2,8
1,1,7,89,0,0,3,16,2,2,0,0,1,13,0,6
2,1,2,42,,,3,0,2,2,,,1,2,2,4
1,1,4,66,,,1,1,3,6,10,200,1,0,2,4
2,1,6,110,,,4,0,2,0,,,5,2,0,1
2,9,6,81,,,2,0,2,4,,,1,0,2,3
2,1,6,172,4359509,387827,4,0,1,2,,,1,0,1,2
1,1,1,68,4349300,603000,3,559,3,0,93,800,1,0,2,3
2,2,3,599,,,4,0,1,1,,,0,0,9,7
2,1,3,119,,,4,0,1,4,24,275,1,0,2,8
2,1,6,1,,,4,0,1,,,,1,1,2,8
1,1,6,551,0,0,3,63,2,2,0,0,1,2,0,1
1,1,3,125,0,0,3,982,2,2,28,42,1,0,2,7
2,3,3,16,,,4,,2,2,1009,0,1,0,2,3
2,1,6,88,,,4,0,1,2,,,1,0,2,7
1,1,3,78,4554600,-43500,4,,2,1,,,1,0,2,1
2,1,6,185,,,4,0,2,2,,,1,0,2,8
2,1,3,218,,,3,0,1,2,,,1,12,9,6
2,1,2,24,4348400,-150174,4,,2,2,,,1,0,2,4
2,1,1,348,4330786,-40636,4,0,2,2,,,1,0,2,1
2,1,6,28,4317890,559992,4,0,2,2,0,0,1,0,1,3
1,1,3,22,,,3,5,3,4,,,1,9,2,2
1,1,1,222,4830900,212300,3,18,2,2,13,515,1,0,2,3
2,1,6,395,,,4,0,1,2,0,0,1,0,1,6
1,1,7,310,4902400,-26300,2,158,1,0,24,0,1,0,0,1
1,1,1,82,0,0,3,5,2,2,29,300,1,0,9,3
2,1,5,55,4329521,538174,4,0,2,4,,,1,1,2,8
1,1,1,17,0,0,4,6,2,0,0,0,1,0,2,8
2,2,5,121,,,9,0,2,2,,,1,0,2,7
2,1,1,775,0,0,4,0,2,2,0,0,1,0,2,8
2,1,6,452,4954215,107018,3,155,2,0,7,650,1,0,1,3
2,3,3,166,,,3,20,2,3,8,740,1,0,0,3
2,1,6,157,,,4,0,2,2,,,1,0,1,1
2,1,6,114,,,4,0,1,1,,,0,11,0,1
2,1,3,44,4,0,3,0,2,3,21,900,1,0,2,8
1,1,3,689,,,1,6,3,6,9,0,0,0,0,2
1,1,2,117,0,0,3,101,2,0,0,0,1,0,9,4
2,2,7,106,,,4,0,1,1,31,0,1,0,0,0
2,1,6,9,,,4,0,1,1,,,1,0,1,1
2,1,6,11,,,4,0,1,1,,,1,0,1,0
2,1,2,88,,,4,0,1,3,,,1,0,2,4
2,7,7,117,,,4,0,1,1,,,1,0,0,0
1,1,1,305,4418900,418200,4,0,2,0,753,861,0,0,4,3
2,1,3,160,5071903,161494,3,96,2,0,2,65,1,0,0,1
2,2,3,4,,,3,0,2,0,,,1,0,2,8
2,1,1,153,4906900,269800,9,3,2,2,0,0,1,0,2,3
2,3,3,366,,,3,0,2,3,,,1,0,2,5
2,1,6,55,4328698,543174,4,0,1,1,,,1,12,0,7
2,3,3,88,,,4,0,1,3,,,1,0,2,6
2,2,3,25,,,4,0,2,0,,,1,8,2,7
2,3,6,1,,,4,0,2,2,,,3,1,0,3
1,1,7,118,0,0,3,103,2,2,2,300,3,13,0,1
2,3,3,63,,,3,0,2,2,,,1,0,2,2
2,1,1,66,,,4,0,2,0,0,1,1,0,2,2
2,3,3,9,,,4,0,1,1,,,1,0,9,1
2,1,1,125,,,3,0,2,2,1,898,1,0,2,3
2,1,3,194,,,4,0,2,3,,,1,0,2,2
2,1,2,81,4879550,240735,3,148,2,3,0,0,1,0,2,5
2,3,5,2,,,3,0,2,2,1,0,1,13,2,8
2,1,7,411,,,4,0,2,2,,,1,0,0,8
1,1,7,324,4947000,540100,2,43,2,2,6,0,1,16,0,7
2,2,3,63,4483495,-57281,4,0,1,4,,,1,0,2,7
2,1,7,278,4852160,-276451,4,0,2,1,,,1,11,0,1
1,1,7,295,0,0,2,10,3,2,9,200,1,13,0,1
2,1,6,137,,,4,0,2,2,,,1,0,1,1
2,3,6,227,4918674,690071,4,0,1,1,,,0,0,1,2
2,1,6,66,,,9,0,1,3,,,1,0,1,1
2,1,3,120,4885400,241392,4,0,1,4,31,0,1,0,2,8
1,1,5,113,4581000,313900,1,710,1,2,11,920,1,3,2,6
2,1,7,72,,,9,0,1,1,,,1,0,0,0
1,1,2,152,,,1,7,1,3,7,0,1,0,2,4
2,1,6,80,4,0,2,34,2,4,6,703,1,0,1,3
2,1,7,41,,,3,0,2,0,,,1,0,0,0
2,2,3,231,,,3,0,2,2,,,1,0,2,5
2,6,6,261,,,4,0,2,2,0,0,1,0,1,7
2,2,6,66,,,4,0,3,4,0,1,1,0,1,1
2,2,1,5,,,2,0,2,3,,,1,3,2,9
2,3,3,24,,,3,0,2,2,9,117,1,0,2,3
1,1,6,4,4508400,307700,3,679,2,0,76,200,1,10,0,3
2,1,3,55,4329478,543319,4,0,2,2,,,1,0,2,7
2,2,6,106,,,4,0,2,4,,,1,0,1,2
2,2,6,12,,,4,,2,4,1009,0,1,0,1,1
1,1,2,2,,,1,6,3,6,9,800,1,0,2,4
2,1,7,269,,,6,0,1,1,,,1,0,1,2
2,1,6,88,,,4,0,1,2,,,1,11,0,1
2,2,3,10,,,4,0,2,2,,,1,0,2,3
2,2,3,415,,,4,0,4,3,,,1,0,2,3
1,1,6,259,,,9,0,0,0,,,1,0,1,2
2,1,3,55,,,4,0,2,2,,,1,0,2,7
1,1,1,29,0,0,3,562,2,2,73,345,1,0,2,8
2,3,3,276,,,4,0,2,2,,,1,0,2,3
2,6,3,33,4706169,236487,4,,2,2,,,1,0,2,5
1,1,7,55,4332226,539225,2,,2,2,,,0,8,0,3
1,1,6,209,,,3,0,3,4,,,1,0,0,9
2,3,6,463,4911928,617573,4,0,1,1,,,1,0,1,1
2,1,3,207,5000525,248014,3,919,2,2,29,700,1,0,2,5
1,1,6,333,0,0,3,1093,2,2,9,500,1,11,0,1
2,1,6,1,4891850,239277,3,27,2,1,0,0,1,0,1,3
2,1,6,393,4335350,-52813,3,,2,0,0,301,1,8,0,1
1,1,5,266,4852675,-395266,2,12,3,2,30,950,1,14,0,4
2,1,2,557,,,4,0,1,2,,,1,15,2,4
2,3,3,85,4586470,128968,4,,2,2,,,1,0,2,8
2,9,3,27,,,4,0,2,2,,,1,0,2,2
2,1,3,411,,,2,0,1,2,3,500,1,0,2,8
1,1,6,457,4934126,94898,3,3,2,3,66,710,3,13,0,9
2,3,3,482,,,4,0,1,1,,,1,0,2,7
2,1,1,300,,,4,0,2,2,,,1,0,2,2
1,1,6,122,4822463,-252361,4,0,2,2,,,3,8,6,3
2,1,6,502,5062800,269900,3,172,2,2,0,0,1,0,1,1
2,1,6,16,,,4,,1,2,2009,2,1,0,1,1
2,1,3,88,,,4,0,2,4,,,1,8,2,8
2,1,6,113,,,4,0,1,3,,,1,0,1,2
2,2,2,589,,,4,0,2,2,,,1,0,2,5
2,1,7,114,,,4,0,3,3,,,1,0,0,7
2,3,3,440,,,4,0,2,2,,,1,0,2,3
1,1,6,65,4373100,717000,3,118,2,0,9,100,1,0,1,1
2,1,6,104,,,4,0,2,2,,,1,0,1,5
2,1,1,490,,,3,0,2,2,1,495,5,0,2,1
2,1,6,55,4330762,542556,4,0,2,5,,,1,0,0,8
1,1,2,37,,,1,6,3,4,0,90,1,0,2,6
2,1,7,108,,,4,0,1,1,,,1,0,0,3
1,3,3,160,,,3,0,1,1,,,1,0,2,8
2,1,7,284,0,0,4,0,2,0,0,0,1,6,0,0
2,1,6,468,,,4,0,2,2,0,0,1,0,1,1
1,1,6,42,5053182,327390,3,955,2,2,59,100,1,1,0,3
2,2,1,646,,,4,0,2,2,,,1,0,2,1
2,1,6,15,4563173,15209,4,0,2,2,,,1,0,1,1
2,2,3,110,,,4,0,2,3,,,1,0,2,8
1,1,6,68,4,0,3,559,2,2,91,850,1,6,0,9
2,1,3,449,,,4,0,3,2,,,1,0,2,8
1,1,5,115,0,0,3,25,2,0,57,856,1,0,2,6
2,1,6,48,,,3,20,2,2,,,1,0,1,3
2,4,3,53,,,3,0,3,0,,,1,0,2,3
1,1,6,86,4963400,-141000,3,115,2,2,0,300,3,8,0,1
1,2,3,330,4575081,-91368,3,122,2,1,38,530,1,0,2,7
2,5,6,115,,,4,0,2,2,,,1,0,1,2
1,1,4,330,,,3,0,2,2,1,0,1,0,2,4
2,1,3,218,,,4,0,2,2,,,1,0,2,1
2,1,2,176,4,0,3,392,2,2,,,1,0,2,4
1,1,6,17,0,0,3,213,2,0,0,940,1,8,0,8
2,1,6,32,,,4,0,2,2,,,1,0,1,2
2,1,5,251,,,3,0,2,1,14,947,1,0,9,8
2,6,3,24,,,3,110,1,2,,,1,0,2,7
2,2,3,230,,,4,0,2,2,1,0,1,0,2,3
2,1,6,300,,,4,0,2,2,,,1,0,2,2
2,1,3,55,,,4,0,2,6,,,1,0,2,8
2,1,3,66,4805781,733443,3,30,2,2,0,1645,1,0,2,6
1,1,3,55,,,4,0,2,2,,,1,0,2,7
1,1,1,345,0,0,4,0,2,0,0,0,1,0,2,0
2,1,6,110,,,4,0,1,2,,,1,1,2,4
1,1,4,495,,,3,0,2,2,0,1,1,0,0,9
2,2,5,296,4862750,259422,4,0,2,2,,,1,0,2,3
2,7,6,117,4888480,229664,4,,1,1,,,1,0,1,1
1,1,6,143,,,4,0,3,2,1,0,1,4,0,1
2,1,6,680,4900630,239890,4,,2,2,,,1,0,1,0
2,1,6,83,4347100,611700,3,22,2,2,0,0,1,6,0,1
2,1,4,118,,,4,0,1,1,23,344,1,0,2,9
2,1,3,286,,,9,0,2,0,,,1,0,9,2
2,1,6,26,,,3,908,2,4,,,1,0,1,3
2,9,6,411,,,4,0,2,2,,,1,14,9,0
2,1,6,74,,,4,0,0,0,,,0,0,2,0
2,1,4,113,4577909,312734,4,0,3,4,,,1,0,2,4
1,1,5,188,0,0,3,68,2,2,6,430,1,0,2,3
2,3,3,41,4,0,3,50,3,4,11,25,1,9,2,5
1,1,1,285,4706100,370900,3,978,2,2,45,570,1,0,2,1
1,1,6,55,4330628,538504,4,0,2,2,,,1,0,1,2
2,2,3,512,,,4,0,2,2,,,1,0,2,7
2,1,6,7,,,2,0,2,4,,,1,0,1,1
1,1,1,344,4762566,306926,3,18,2,0,4,700,1,0,2,5
2,1,6,384,,,4,0,2,3,,,1,0,2,8
2,9,6,278,,,2,136,1,1,19,500,1,3,0,8
1,1,7,251,4354000,210000,4,2,2,2,0,0,3,13,0,1
2,1,2,55,,,4,0,2,2,,,1,1,0,4
1,1,2,389,,,1,6,1,1,453,0,1,0,0,4
2,1,6,310,,,4,0,2,2,,,1,0,1,1
2,1,6,411,,,4,0,2,2,,,4,0,1,4
2,2,4,108,4887140,230253,4,,3,4,,,1,0,2,6
2,1,6,461,,,4,0,0,2,,,1,0,0,1
2,2,3,81,,,4,0,2,2,,,1,15,2,1
2,1,6,19,4839881,-445139,4,0,2,0,,,4,0,1,1
2,1,3,118,,,4,0,0,2,,,1,0,2,7
2,1,5,88,,,4,0,3,5,,,1,0,2,5
2,3,2,106,,,4,0,2,6,,,1,0,2,2
2,1,6,432,,,3,118,2,2,11,400,1,0,1,4
2,1,1,483,4340160,-159983,3,855,2,2,2,0,1,0,2,9
2,1,3,611,,,2,1,2,0,1,50,1,0,2,8
1,2,2,481,4464031,5065,3,668,2,2,10,100,1,0,2,4
1,1,6,577,0,0,3,57,2,0,2,707,3,2,0,7
1,1,6,345,0,0,3,905,2,2,31,965,3,2,0,7
1,3,3,8,,,4,0,2,2,,,1,0,2,2
1,1,7,34,4,0,1,6,3,6,7,200,1,4,0,9
2,2,3,77,,,4,0,2,2,,,1,0,2,5
2,3,3,18,4895050,222430,4,,2,2,,,1,1,2,3
2,1,6,185,,,3,0,1,1,,,1,1,2,4
1,1,6,540,4,0,3,993,2,2,1,448,3,2,0,1
2,1,6,55,,,4,0,2,4,,,1,0,1,3
2,1,3,7,,,2,0,2,2,53,15,1,0,2,8
2,3,6,63,,,4,0,2,2,0,0,1,0,1,0
1,6,3,261,,,4,0,2,4,,,1,0,2,7
2,1,6,36,,,4,0,2,2,,,1,0,5,1
2,3,3,55,,,4,0,2,2,,,1,0,2,3
1,1,3,218,4545806,440753,1,72,1,2,3,440,1,3,2,3
2,2,1,107,,,4,0,2,2,,,1,0,2,2
2,6,6,278,4851753,-276580,4,,2,2,,,1,8,0,1
1,6,7,158,,,4,0,3,4,,,1,8,0,1
2,5,3,571,,,3,307,0,0,16,535,,0,2,8
2,3,3,14,,,4,,1,2,1009,0,1,0,2,3
1,1,6,55,,,9,0,1,2,0,822,4,6,0,3
2,9,3,55,4328671,539036,4,0,1,1,,,1,0,2,3
2,2,6,63,,,4,0,3,3,,,1,0,1,2
1,1,7,172,4861235,416767,3,677,1,4,70,200,3,0,0,9
2,1,6,544,,,4,0,0,2,,,1,0,1,1
1,1,1,13,0,0,3,781,2,2,28,500,1,0,2,1
1,1,6,193,4614400,191100,3,942,2,0,32,0,3,13,0,2
2,1,6,77,,,4,0,2,2,,,1,8,0,9
1,1,5,76,4878580,234557,1,6,3,6,3,638,1,0,2,5
1,1,6,382,4335000,192400,3,113,2,2,3,400,3,6,0,2
1,1,1,117,,,2,0,2,2,,,1,0,2,1
2,1,3,606,,,4,0,2,0,,,0,0,2,0
2,1,2,18,,,4,,2,2,2009,32,1,0,2,4
1,1,7,18,4,0,3,2,2,2,0,0,1,0,0,1
2,1,6,114,,,4,0,2,6,,,1,0,1,3
2,1,2,49,0,0,4,0,2,0,0,0,1,1,0,3
2,1,6,214,4655513,34966,3,741,2,2,2,200,1,3,0,1
1,1,6,88,4344443,718181,4,0,2,2,,,1,6,0,2
1,1,3,18,,,1,15,3,8,6,900,1,0,2,7
2,1,6,25,,,4,0,0,1,,,0,0,1,4
1,1,6,152,0,0,3,35,1,2,6,975,3,2,0,1
2,1,1,95,0,0,3,2562,2,2,7,300,1,0,2,3
2,1,7,329,,,4,0,2,2,,,1,0,0,2
2,1,6,294,,,3,0,0,2,,,0,0,0,0
2,6,3,29,,,4,0,2,2,,,1,0,2,1
1,1,6,100,4330100,612100,3,12,2,2,16,300,1,13,0,1
2,1,2,201,,,3,448,2,2,5,0,1,0,2,4
2,1,6,621,4877762,198054,4,0,2,2,,,0,0,1,2
2,1,1,189,4384082,436293,4,0,1,1,,,1,0,2,1
2,6,7,85,4360477,700187,3,35,2,0,,,1,0,0,0
2,3,3,85,,,3,704,3,4,,,1,0,2,1
2,1,2,15,,,4,,3,3,5104,840,1,0,2,4
2,1,1,63,0,0,3,486,2,2,35,300,1,0,2,1
1,1,3,56,4,0,1,55,1,3,37,500,1,0,2,8
2,1,3,724,,,4,0,2,1,,,1,0,2,0
1,1,2,112,,,1,4,1,5,5,100,1,0,0,4
2,1,3,126,4308858,589888,4,0,2,0,,,1,0,2,6
2,1,2,7,4,0,4,0,2,1,0,0,1,15,2,8
2,1,6,183,5103522,236711,4,0,0,2,,,1,0,1,3
2,2,6,85,,,2,520,2,4,11,800,1,0,1,2
1,1,6,222,0,0,3,143,2,2,0,0,1,2,0,1
1,1,3,598,0,0,4,0,2,2,0,0,1,0,2,8
2,1,5,213,,,3,0,2,2,2,0,1,0,2,9
2,1,5,11,0,0,2,1,2,2,0,0,5,0,9,1
1,1,7,271,,,3,302,1,1,0,1,1,4,0,3
1,1,6,371,4822200,-229600,3,76,2,2,0,0,3,2,0,1
2,1,2,56,,,4,0,2,0,,,1,0,2,4
1,1,6,294,0,0,3,901,0,2,1,400,3,6,0,1
2,2,6,107,,,4,0,1,4,,,1,0,1,2
1,1,4,78,0,0,3,1085,2,2,62,20,1,0,2,4
2,3,6,114,,,4,0,1,1,,,0,12,0,1
1,1,2,142,4585000,507200,1,42,3,3,17,100,1,0,2,4
2,1,6,11,,,4,,2,4,2009,132,1,0,1,1
1,3,3,318,,,3,0,2,2,,,1,0,2,7
2,3,6,119,,,4,0,1,1,,,1,0,2,1
2,2,6,50,,,4,,1,1,,,1,0,1,1
2,3,7,20,,,4,,2,6,1803,0,1,0,0,0
2,1,1,91,,,4,0,3,2,,,1,0,2,3
2,1,7,102,,,4,0,2,3,,,1,0,0,8
1,1,7,424,,,1,15,3,8,14,0,1,16,0,9
2,2,3,149,,,3,0,2,3,,,1,0,2,1
2,9,6,149,4572030,480092,4,0,2,1,,,1,1,2,7
2,1,3,109,4721895,-154406,4,0,2,2,,,0,0,2,2
2,1,2,246,4744365,-52950,4,0,2,2,,,1,0,2,4
2,2,6,395,,,4,0,1,1,,,1,0,1,1
2,1,2,18,4,0,3,38,1,0,5,251,1,0,0,5
1,1,6,85,4981355,103720,3,308,2,2,1,610,1,6,0,1
2,1,6,55,,,4,0,0,1,1,0,0,1,0,1
2,1,3,185,4517116,572395,4,0,2,4,,,1,0,2,2
2,1,1,149,4360776,130078,4,0,2,0,,,1,0,2,3
1,9,3,95,0,0,3,613,0,2,32,0,1,0,2,2
1,1,2,144,,,2,,1,2,,,1,0,2,5
1,9,1,297,4393000,208700,3,13,2,2,41,150,1,0,2,1
1,2,3,350,0,0,4,18,2,2,0,0,1,0,2,7
2,1,3,364,4946468,521323,3,964,2,2,129,900,1,0,2,8
1,1,6,23,0,0,1,8,3,3,68,450,3,3,5,9
1,1,6,41,4661461,37177,2,147,3,4,59,0,1,13,0,9
2,3,3,118,4919900,-39073,4,,2,2,,,1,0,2,3
